<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
LKOH,W,15/11/10,00:00:00,1739.0000000,1763.0000000,1710.0000000,1745.6400000,6729319
LKOH,W,22/11/10,00:00:00,1748.9100000,1760.2300000,1691.0000000,1713.3500000,7976559
LKOH,W,29/11/10,00:00:00,1717.5700000,1835.0700000,1680.0100000,1812.0000000,12680153
LKOH,W,06/12/10,00:00:00,1816.0000000,1874.0000000,1747.0000000,1770.0000000,13035979
LKOH,W,13/12/10,00:00:00,1776.9300000,1787.0000000,1728.0000000,1761.9000000,9012938
LKOH,W,20/12/10,00:00:00,1761.0000000,1768.5000000,1736.0100000,1752.0000000,5569947
LKOH,W,27/12/10,00:00:00,1750.1800000,1753.5300000,1729.1000000,1742.0000000,2685113
LKOH,W,10/01/11,00:00:00,1753.8400000,1916.7600000,1753.5600000,1893.0000000,11630914
LKOH,W,17/01/11,00:00:00,1894.0000000,1947.0000000,1875.1600000,1931.0000000,10888861
LKOH,W,24/01/11,00:00:00,1932.1200000,1932.9900000,1844.0000000,1849.0500000,10900287
LKOH,W,31/01/11,00:00:00,1840.0000000,1981.5700000,1813.8800000,1965.0000000,13388130
LKOH,W,07/02/11,00:00:00,1969.1900000,1980.9800000,1880.1900000,1932.8600000,9619719
LKOH,W,14/02/11,00:00:00,1941.0000000,1943.7000000,1884.0000000,1923.1700000,6703062
LKOH,W,21/02/11,00:00:00,1925.0000000,2019.1800000,1916.0000000,2006.0100000,9998532
LKOH,W,28/02/11,00:00:00,2003.2200000,2068.7000000,1991.2300000,2065.5000000,10372779
LKOH,W,07/03/11,00:00:00,2074.9000000,2090.0000000,1970.2000000,1991.5000000,7389621
LKOH,W,14/03/11,00:00:00,1980.2000000,2023.0000000,1921.9000000,2012.0000000,13888952
LKOH,W,21/03/11,00:00:00,2027.0000000,2051.0000000,1958.6000000,2046.3000000,10475095
LKOH,W,28/03/11,00:00:00,2043.9000000,2065.8000000,1976.7000000,2057.0000000,10062959
LKOH,W,04/04/11,00:00:00,2062.7000000,2084.1000000,2027.2000000,2047.1000000,10964314
LKOH,W,11/04/11,00:00:00,2048.1000000,2054.9000000,1938.1000000,1965.0000000,9102812
LKOH,W,18/04/11,00:00:00,1961.3000000,1990.0000000,1883.1000000,1954.1000000,8394084
LKOH,W,25/04/11,00:00:00,1960.9000000,1984.3000000,1883.0000000,1895.1000000,7677379
LKOH,W,02/05/11,00:00:00,1891.0000000,1909.9000000,1773.6000000,1863.5000000,8731347
LKOH,W,09/05/11,00:00:00,1820.9000000,1850.0000000,1715.0000000,1733.4000000,10259152
LKOH,W,16/05/11,00:00:00,1716.2000000,1768.7000000,1697.1000000,1711.2000000,9311188
LKOH,W,23/05/11,00:00:00,1695.0000000,1766.3000000,1680.0000000,1757.4000000,8889176
LKOH,W,30/05/11,00:00:00,1757.4000000,1899.0000000,1743.2000000,1744.5000000,10898593
LKOH,W,06/06/11,00:00:00,1748.0000000,1809.0000000,1723.3000000,1785.1000000,9634710
LKOH,W,13/06/11,00:00:00,1793.3000000,1799.6000000,1738.1000000,1740.0000000,7340675
LKOH,W,20/06/11,00:00:00,1734.0000000,1767.6000000,1711.5000000,1745.9000000,7521764
LKOH,W,27/06/11,00:00:00,1735.0000000,1800.9000000,1720.0000000,1793.0000000,7619535
LKOH,W,04/07/11,00:00:00,1799.9000000,1860.0000000,1781.0000000,1827.1000000,7031747
LKOH,W,11/07/11,00:00:00,1823.0000000,1848.8000000,1785.1000000,1838.1000000,8996067
LKOH,W,18/07/11,00:00:00,1838.1000000,1880.0000000,1805.0000000,1875.0000000,7910385
LKOH,W,25/07/11,00:00:00,1861.0000000,1888.0000000,1825.0000000,1848.0000000,6556549
LKOH,W,01/08/11,00:00:00,1872.0000000,1887.5000000,1675.0000000,1710.1000000,12249073
LKOH,W,08/08/11,00:00:00,1665.1000000,1712.5000000,1505.1000000,1619.7000000,19692685
LKOH,W,15/08/11,00:00:00,1639.7000000,1667.9000000,1568.0000000,1630.0000000,11819651
LKOH,W,22/08/11,00:00:00,1609.8000000,1704.0000000,1600.2000000,1680.0000000,10852605
LKOH,W,29/08/11,00:00:00,1697.0000000,1749.0000000,1696.4000000,1706.5000000,10405577
LKOH,W,05/09/11,00:00:00,1694.8000000,1776.5000000,1685.0000000,1727.0000000,10249575
LKOH,W,12/09/11,00:00:00,1698.2000000,1782.4000000,1681.3000000,1725.3000000,13824468
LKOH,W,19/09/11,00:00:00,1715.0000000,1781.4000000,1500.1000000,1537.1000000,16914103
LKOH,W,26/09/11,00:00:00,1509.9000000,1672.0000000,1500.0000000,1637.6000000,15661439
LKOH,W,03/10/11,00:00:00,1605.9000000,1647.8000000,1517.0000000,1618.7000000,14410867
LKOH,W,10/10/11,00:00:00,1630.0000000,1712.2000000,1605.0000000,1712.0000000,12084432
LKOH,W,17/10/11,00:00:00,1720.6000000,1746.9000000,1649.7000000,1746.0000000,12573247
LKOH,W,24/10/11,00:00:00,1750.0000000,1804.0000000,1734.2000000,1761.0000000,12819035
LKOH,W,31/10/11,00:00:00,1747.5000000,1771.7000000,1717.5000000,1766.0000000,9155000
LKOH,W,07/11/11,00:00:00,1771.0000000,1818.5000000,1726.3000000,1735.3000000,12898631
LKOH,W,14/11/11,00:00:00,1753.9000000,1762.0000000,1696.1000000,1713.9000000,11440774
LKOH,W,21/11/11,00:00:00,1700.5000000,1701.7000000,1585.1000000,1644.8000000,10353531
LKOH,W,28/11/11,00:00:00,1665.1000000,1749.0000000,1650.9000000,1705.0000000,12077803
LKOH,W,05/12/11,00:00:00,1713.3000000,1737.0000000,1593.1000000,1615.0000000,12712675
LKOH,W,12/12/11,00:00:00,1623.9000000,1648.0000000,1569.7000000,1602.7000000,12770026
LKOH,W,19/12/11,00:00:00,1601.3000000,1667.0000000,1591.6000000,1641.1000000,7740956
LKOH,W,26/12/11,00:00:00,1648.0000000,1710.0000000,1632.0000000,1701.0000000,4767728
LKOH,W,02/01/12,00:00:00,1712.0000000,1747.0000000,1711.0000000,1738.4000000,3346909
LKOH,W,09/01/12,00:00:00,1735.0000000,1797.0000000,1726.0000000,1751.2000000,6736221
LKOH,W,16/01/12,00:00:00,1744.0000000,1824.7000000,1730.6000000,1806.0000000,7036565
LKOH,W,23/01/12,00:00:00,1806.2000000,1815.8000000,1761.3000000,1765.0000000,8169728
LKOH,W,30/01/12,00:00:00,1758.9000000,1815.2000000,1756.5000000,1814.9000000,8367667
LKOH,W,06/02/12,00:00:00,1812.9000000,1830.0000000,1788.4000000,1810.6000000,8221864
LKOH,W,13/02/12,00:00:00,1820.1000000,1888.0000000,1817.8000000,1875.1000000,7913787
LKOH,W,20/02/12,00:00:00,1881.2000000,1894.2000000,1775.3000000,1872.1000000,9945411
LKOH,W,27/02/12,00:00:00,1866.0000000,1898.7000000,1828.0000000,1892.0000000,11072840
LKOH,W,05/03/12,00:00:00,1894.9000000,1922.9000000,1825.5000000,1883.1000000,6134034
LKOH,W,12/03/12,00:00:00,1873.9000000,1943.6000000,1862.8000000,1898.2000000,12499703
LKOH,W,19/03/12,00:00:00,1914.4000000,1914.7000000,1794.4000000,1834.7000000,9540131
LKOH,W,26/03/12,00:00:00,1836.2000000,1866.4000000,1760.0000000,1781.4000000,9886569
LKOH,W,02/04/12,00:00:00,1791.0000000,1829.0000000,1759.6000000,1771.0000000,9392623
LKOH,W,09/04/12,00:00:00,1769.0000000,1835.0000000,1751.3000000,1811.0000000,11004772
LKOH,W,16/04/12,00:00:00,1803.1000000,1824.0000000,1770.5000000,1812.7000000,10714054
LKOH,W,23/04/12,00:00:00,1806.8000000,1807.0000000,1750.2000000,1794.3000000,8115038
LKOH,W,30/04/12,00:00:00,1801.5000000,1819.5000000,1710.0000000,1712.2000000,4892564
LKOH,W,07/05/12,00:00:00,1699.9000000,1767.8000000,1661.7000000,1687.0000000,6851490
LKOH,W,14/05/12,00:00:00,1683.8000000,1689.7000000,1546.5000000,1593.7000000,10464645
LKOH,W,21/05/12,00:00:00,1602.0000000,1657.0000000,1581.0000000,1639.4000000,8605773
LKOH,W,28/05/12,00:00:00,1647.0000000,1753.9000000,1646.0000000,1741.9000000,10047393
LKOH,W,04/06/12,00:00:00,1729.5000000,1758.5000000,1689.2000000,1710.2000000,13150313
LKOH,W,11/06/12,00:00:00,1715.0000000,1743.0000000,1698.0000000,1737.0000000,6139058
LKOH,W,18/06/12,00:00:00,1748.0000000,1765.0000000,1713.2000000,1715.0000000,8712451
LKOH,W,25/06/12,00:00:00,1718.3000000,1805.0000000,1701.4000000,1801.7000000,7730460
LKOH,W,02/07/12,00:00:00,1803.7000000,1856.8000000,1795.8000000,1825.4000000,7362188
LKOH,W,09/07/12,00:00:00,1825.6000000,1849.8000000,1774.0000000,1818.0000000,6397062
LKOH,W,16/07/12,00:00:00,1818.1000000,1860.0000000,1802.0000000,1804.9000000,6017618
LKOH,W,23/07/12,00:00:00,1798.6000000,1818.2000000,1763.7000000,1816.6000000,7518296
LKOH,W,30/07/12,00:00:00,1819.5000000,1860.0000000,1808.0000000,1831.5000000,6497814
LKOH,W,06/08/12,00:00:00,1831.5000000,1884.5000000,1816.6000000,1859.3000000,6052838
LKOH,W,13/08/12,00:00:00,1867.0000000,1898.3000000,1852.4000000,1871.9000000,5345726
LKOH,W,20/08/12,00:00:00,1875.1000000,1897.3000000,1845.5000000,1885.0000000,5905315
LKOH,W,27/08/12,00:00:00,1887.5000000,1892.0000000,1829.0000000,1837.4000000,6677481
LKOH,W,03/09/12,00:00:00,1837.4000000,1929.7000000,1831.0000000,1926.0000000,6076848
LKOH,W,10/09/12,00:00:00,1920.0000000,2023.9000000,1916.1000000,2011.2000000,6878774
LKOH,W,17/09/12,00:00:00,2002.1000000,2045.9000000,1943.1000000,1943.5000000,8310611
LKOH,W,24/09/12,00:00:00,1942.2000000,1962.3000000,1891.8000000,1922.3000000,5346663
LKOH,W,01/10/12,00:00:00,1918.6000000,1973.7000000,1911.2000000,1935.2000000,5205597
LKOH,W,08/10/12,00:00:00,1929.1000000,1961.3000000,1916.6000000,1923.0000000,4669358
LKOH,W,15/10/12,00:00:00,1923.0000000,1992.7000000,1920.2000000,1970.2000000,6073361
LKOH,W,22/10/12,00:00:00,1966.0000000,1986.0000000,1874.8000000,1880.3000000,7094837
LKOH,W,29/10/12,00:00:00,1880.1000000,1949.3000000,1865.2000000,1944.0000000,4498883
LKOH,W,05/11/12,00:00:00,1943.0000000,1964.9000000,1905.8000000,1918.7000000,4835504
LKOH,W,12/11/12,00:00:00,1917.7000000,1930.0000000,1837.6000000,1885.5000000,5718775
LKOH,W,19/11/12,00:00:00,1897.0000000,1928.0000000,1888.6000000,1923.7000000,4032724
LKOH,W,26/11/12,00:00:00,1924.0000000,1945.6000000,1887.2000000,1939.4000000,5146588
LKOH,W,03/12/12,00:00:00,1940.2000000,1995.5000000,1928.2000000,1993.7000000,4627678
LKOH,W,10/12/12,00:00:00,1995.5000000,2030.3000000,1971.8000000,2003.6000000,6218257
LKOH,W,17/12/12,00:00:00,2005.0000000,2040.0000000,1990.0000000,2025.0000000,5619083
LKOH,W,24/12/12,00:00:00,2020.0000000,2025.0000000,1996.2000000,2000.2000000,4495436
LKOH,W,07/01/13,00:00:00,2020.9000000,2038.9000000,1997.2000000,2006.1000000,3437078
LKOH,W,14/01/13,00:00:00,2011.8000000,2022.0000000,1990.5000000,2017.0000000,4025704
LKOH,W,21/01/13,00:00:00,2017.0000000,2019.8000000,1958.6000000,2018.8000000,3859639
LKOH,W,28/01/13,00:00:00,2019.0000000,2026.3000000,1986.6000000,2014.5000000,4187151
LKOH,W,04/02/13,00:00:00,2018.8000000,2022.9000000,1977.5000000,1991.2000000,3470418
LKOH,W,11/02/13,00:00:00,1995.0000000,2026.9000000,1987.0000000,1999.6000000,4120120
LKOH,W,18/02/13,00:00:00,2000.0000000,2003.2000000,1945.0000000,1980.0000000,3332109
LKOH,W,25/02/13,00:00:00,1980.1000000,1993.5000000,1941.9000000,1958.6000000,3698192
LKOH,W,04/03/13,00:00:00,1956.0000000,2027.7000000,1953.5000000,2010.0000000,3463284
LKOH,W,11/03/13,00:00:00,2028.1000000,2063.5000000,1983.8000000,1994.0000000,5830847
LKOH,W,18/03/13,00:00:00,1974.0000000,1984.0000000,1933.6000000,1943.0000000,5328719
LKOH,W,25/03/13,00:00:00,1947.8000000,2004.0000000,1916.7000000,1998.5000000,4004700
LKOH,W,01/04/13,00:00:00,1980.1000000,2001.7000000,1933.6000000,1935.6000000,3679156
LKOH,W,08/04/13,00:00:00,1940.1000000,1969.2000000,1906.5000000,1929.4000000,3995671
LKOH,W,15/04/13,00:00:00,1910.0000000,1932.0000000,1856.0000000,1882.0000000,4068920
LKOH,W,22/04/13,00:00:00,1889.0000000,1977.7000000,1846.7000000,1950.0000000,4940237
LKOH,W,29/04/13,00:00:00,1964.5000000,2006.0000000,1926.0000000,2006.0000000,2149764
LKOH,W,06/05/13,00:00:00,2006.2000000,2061.8000000,2001.7000000,2039.7000000,3349597
LKOH,W,13/05/13,00:00:00,2039.7000000,2055.5000000,1993.7000000,2025.3000000,3624136
LKOH,W,20/05/13,00:00:00,2025.3000000,2088.4000000,1998.0000000,2009.0000000,4413244
LKOH,W,27/05/13,00:00:00,2020.0000000,2025.0000000,1871.1000000,1878.0000000,5730503
LKOH,W,03/06/13,00:00:00,1873.0000000,1941.9000000,1851.1000000,1918.0000000,5986099
LKOH,W,10/06/13,00:00:00,1914.4000000,1944.6000000,1822.0000000,1859.0000000,5122844
LKOH,W,17/06/13,00:00:00,1859.0000000,1904.3000000,1792.6000000,1798.3000000,6555415
LKOH,W,24/06/13,00:00:00,1796.0000000,1894.9000000,1781.3000000,1890.4000000,6158425
LKOH,W,01/07/13,00:00:00,1889.0000000,1947.0000000,1881.3000000,1914.8000000,3239581
LKOH,W,08/07/13,00:00:00,1918.7000000,1994.0000000,1886.0000000,1989.2000000,4096870
LKOH,W,15/07/13,00:00:00,1990.5000000,2020.0000000,1971.8000000,2019.6000000,4990470
LKOH,W,22/07/13,00:00:00,2020.0000000,2029.8000000,1976.5000000,1987.0000000,3410225
LKOH,W,29/07/13,00:00:00,1990.0000000,1998.9000000,1948.2000000,1957.1000000,3688314
LKOH,W,05/08/13,00:00:00,1960.3000000,1969.9000000,1891.6000000,1922.0000000,4818039
LKOH,W,12/08/13,00:00:00,1925.0000000,1988.1000000,1900.1000000,1917.5000000,5479331
LKOH,W,19/08/13,00:00:00,1919.7000000,1968.2000000,1883.5000000,1946.0000000,4417469
LKOH,W,26/08/13,00:00:00,1954.0000000,1974.3000000,1918.3000000,1924.5000000,3892846
LKOH,W,02/09/13,00:00:00,1931.2000000,2043.0000000,1922.0000000,2000.2000000,4403620
LKOH,W,09/09/13,00:00:00,2008.0000000,2044.4000000,1991.1000000,2006.6000000,5658229
LKOH,W,16/09/13,00:00:00,2014.3000000,2069.8000000,2010.0000000,2025.0000000,7092866
LKOH,W,23/09/13,00:00:00,2027.0000000,2089.2000000,2026.2000000,2083.0000000,5963653
LKOH,W,30/09/13,00:00:00,2069.0000000,2085.0000000,2021.5000000,2055.0000000,4203217
LKOH,W,07/10/13,00:00:00,2046.9000000,2140.0000000,2040.5000000,2119.0000000,6452119
LKOH,W,14/10/13,00:00:00,2110.0000000,2137.0000000,2084.0000000,2122.1000000,4349797
LKOH,W,21/10/13,00:00:00,2122.1000000,2126.3000000,2060.0000000,2094.0000000,3740036
LKOH,W,28/10/13,00:00:00,2094.9000000,2122.0000000,2072.1000000,2112.0000000,3873587
LKOH,W,04/11/13,00:00:00,2115.1000000,2120.9000000,2060.2000000,2064.1000000,4038627
LKOH,W,11/11/13,00:00:00,2070.0000000,2095.0000000,2046.0000000,2071.0000000,4924303
LKOH,W,18/11/13,00:00:00,2076.0000000,2102.5000000,2057.3000000,2084.3000000,4119630
LKOH,W,25/11/13,00:00:00,2081.3000000,2092.2000000,2034.8000000,2042.8000000,6115557
LKOH,W,02/12/13,00:00:00,2041.1000000,2056.3000000,1953.0000000,1970.0000000,8019328
LKOH,W,09/12/13,00:00:00,1977.0000000,2014.0000000,1962.3000000,1998.3000000,6780495
LKOH,W,16/12/13,00:00:00,1991.5000000,2047.5000000,1988.0000000,2033.0000000,5717362
LKOH,W,23/12/13,00:00:00,2035.1000000,2043.3000000,2002.1000000,2007.3000000,2587865
LKOH,W,30/12/13,00:00:00,2007.0000000,2040.0000000,2003.9000000,2039.7000000,446198
LKOH,W,06/01/14,00:00:00,2017.9000000,2023.0000000,1952.3000000,1991.6000000,3748468
LKOH,W,13/01/14,00:00:00,1986.3000000,2016.5000000,1965.3000000,1978.4000000,5260525
LKOH,W,20/01/14,00:00:00,1980.0000000,2015.9000000,1954.0000000,1956.9000000,6264697
LKOH,W,27/01/14,00:00:00,1950.0000000,2009.0000000,1946.0000000,1989.0000000,8729462
LKOH,W,03/02/14,00:00:00,1994.0000000,2007.5000000,1957.2000000,1975.1000000,5339899
LKOH,W,10/02/14,00:00:00,1977.8000000,2043.7000000,1973.4000000,2039.3000000,5085847
LKOH,W,17/02/14,00:00:00,2039.9000000,2067.6000000,1997.7000000,2030.9000000,7813166
LKOH,W,24/02/14,00:00:00,2030.6000000,2037.8000000,1962.9000000,1963.0000000,6364988
LKOH,W,03/03/14,00:00:00,1932.0000000,1970.3000000,1715.0000000,1959.5000000,16806591
LKOH,W,10/03/14,00:00:00,1949.0000000,1968.9000000,1762.6000000,1882.0000000,10100304
LKOH,W,17/03/14,00:00:00,1885.9000000,1936.9000000,1821.0000000,1910.0000000,12769115
LKOH,W,24/03/14,00:00:00,1905.0000000,1945.0000000,1853.6000000,1906.0000000,6337108
LKOH,W,31/03/14,00:00:00,1919.4000000,1982.0000000,1900.0000000,1966.0000000,5463183
LKOH,W,07/04/14,00:00:00,1949.1000000,1954.8000000,1883.2000000,1898.1000000,7647826
LKOH,W,14/04/14,00:00:00,1894.5000000,1923.0000000,1833.0000000,1899.9000000,5354604
LKOH,W,21/04/14,00:00:00,1904.7000000,1923.0000000,1828.2000000,1838.0000000,5265754
LKOH,W,28/04/14,00:00:00,1830.0000000,1899.9000000,1815.6000000,1884.1000000,3433371
LKOH,W,05/05/14,00:00:00,1874.0000000,1956.4000000,1850.5000000,1942.8000000,4323454
LKOH,W,12/05/14,00:00:00,1944.7000000,1967.0000000,1881.0000000,1919.0000000,5490408
LKOH,W,19/05/14,00:00:00,1919.0000000,2005.3000000,1914.6000000,1957.0000000,6239563
LKOH,W,26/05/14,00:00:00,1961.0000000,1989.9000000,1922.3000000,1968.0000000,5133570
LKOH,W,02/06/14,00:00:00,1978.0000000,2059.9000000,1977.1000000,2030.6000000,5232089
LKOH,W,09/06/14,00:00:00,2031.0000000,2097.9000000,2017.6000000,2097.9000000,2811501
LKOH,W,16/06/14,00:00:00,2092.0000000,2163.8000000,2067.3000000,2100.0000000,8550479
LKOH,W,23/06/14,00:00:00,2105.0000000,2113.4000000,2007.0000000,2021.0000000,5974712
LKOH,W,30/06/14,00:00:00,2022.0000000,2114.3000000,2012.0000000,2062.9000000,4194945
LKOH,W,07/07/14,00:00:00,2062.0000000,2143.0000000,2055.9000000,2105.0000000,5577001
LKOH,W,14/07/14,00:00:00,2055.0000000,2073.1000000,1963.0000000,1990.0000000,7829502
LKOH,W,21/07/14,00:00:00,1989.8000000,2005.0000000,1936.2000000,1976.7000000,5563252
LKOH,W,28/07/14,00:00:00,1968.8000000,2040.0000000,1948.0000000,1995.3000000,5073077
LKOH,W,04/08/14,00:00:00,2002.0000000,2009.9000000,1911.5000000,1928.3000000,4903319
LKOH,W,11/08/14,00:00:00,1961.0000000,2026.2000000,1941.1000000,2011.1000000,4969165
LKOH,W,18/08/14,00:00:00,2013.4000000,2108.7000000,2009.1000000,2085.0000000,3592977
LKOH,W,25/08/14,00:00:00,2075.5000000,2107.1000000,2054.9000000,2055.0000000,3735587
LKOH,W,01/09/14,00:00:00,2052.0000000,2169.4000000,2024.0000000,2163.0000000,5628349
LKOH,W,08/09/14,00:00:00,2160.0000000,2194.7000000,2143.2000000,2163.1000000,4274050
LKOH,W,15/09/14,00:00:00,2159.0000000,2199.0000000,2065.0000000,2071.0000000,6828268
LKOH,W,22/09/14,00:00:00,2067.6000000,2090.0000000,2030.1000000,2064.9000000,5593577
LKOH,W,29/09/14,00:00:00,2066.7000000,2085.0000000,1960.5000000,1990.0000000,5946425
LKOH,W,06/10/14,00:00:00,2001.0000000,2052.0000000,1921.0000000,1925.1000000,5752824
LKOH,W,13/10/14,00:00:00,1916.0000000,2040.2000000,1913.0000000,1986.6000000,6963150
LKOH,W,20/10/14,00:00:00,1992.0000000,2009.0000000,1916.7000000,1948.5000000,6653830
LKOH,W,27/10/14,00:00:00,1961.0000000,2120.0000000,1960.7000000,2120.0000000,9118045
LKOH,W,03/11/14,00:00:00,2113.4000000,2178.0000000,2072.2000000,2126.5000000,6950957
